Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jig-head-de-olho,,,,,,,,,10g,,,4/0,,,Laranja,,JH01011610404,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,4/0,,,Preto,,JH01011910404,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,4/0,,,Vermelho,,JH01011810404,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,5/0,,,Natural,,JH01011510505,11.0,,-2,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,5/0,,,Amarelo,,JH01010810505,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,5/0,,,Laranja,,JH01011610505,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,5/0,,,Preto,,JH01011910505,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,5/0,,,Vermelho,,JH01011810505,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,6/0,,,Natural,,JH01011510606,11.0,,-2,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,6/0,,,Amarelo,,JH01010810606,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,6/0,,,Laranja,,JH01011610606,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,6/0,,,Preto,,JH01011910606,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,10g,,,6/0,,,Vermelho,,JH01011810606,11.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,1/0,,,Natural,,JH01011514101,15.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,1/0,,,Amarelo,,JH01010814101,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,1/0,,,Laranja,,JH01011614101,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,1/0,,,Preto,,JH01011914101,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,1/0,,,Vermelho,,JH01011814101,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,2/0,,,Natural,,JH01011514202,15.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,2/0,,,Amarelo,,JH01010814202,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,2/0,,,Laranja,,JH01011614202,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,2/0,,,Preto,,JH01011914202,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,2/0,,,Vermelho,,JH01011814202,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,3/0,,,Natural,,JH01011514303,15.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,3/0,,,Amarelo,,JH01010814303,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,3/0,,,Laranja,,JH01011614303,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,3/0,,,Preto,,JH01011914303,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,3/0,,,Vermelho,,JH01011814303,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,4/0,,,Natural,,JH01011514404,15.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,4/0,,,Amarelo,,JH01010814404,15.0,,-4,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,4/0,,,Laranja,,JH01011614404,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,4/0,,,Preto,,JH01011914404,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,4/0,,,Vermelho,,JH01011814404,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,5/0,,,Natural,,JH01011514505,15.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,5/0,,,Amarelo,,JH01010814505,15.0,,-4,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,5/0,,,Laranja,,JH01011614505,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,5/0,,,Preto,,JH01011914505,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,5/0,,,Vermelho,,JH01011814505,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,6/0,,,Natural,,JH01011514606,15.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,6/0,,,Amarelo,,JH01010814606,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,6/0,,,Laranja,,JH01011614606,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,6/0,,,Preto,,JH01011914606,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,14g,,,6/0,,,Vermelho,,JH01011814606,15.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,1/0,,,Natural,,JH01011517101,17.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,1/0,,,Amarelo,,JH01010817101,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,1/0,,,Laranja,,JH01011617101,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,1/0,,,Preto,,JH01011917101,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,1/0,,,Vermelho,,JH01011817101,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,2/0,,,Natural,,JH01011517202,17.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,2/0,,,Amarelo,,JH01010817202,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,2/0,,,Laranja,,JH01011617202,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,2/0,,,Preto,,JH01011917202,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,2/0,,,Vermelho,,JH01011817202,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,3/0,,,Natural,,JH01011517303,17.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,3/0,,,Amarelo,,JH01010817303,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,3/0,,,Laranja,,JH01011617303,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,3/0,,,Preto,,JH01011917303,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,3/0,,,Vermelho,,JH01011817303,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,4/0,,,Natural,,JH01011517404,17.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,4/0,,,Amarelo,,JH01010817404,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,4/0,,,Laranja,,JH01011617404,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,4/0,,,Preto,,JH01011917404,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,4/0,,,Vermelho,,JH01011817404,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,5/0,,,Natural,,JH01011517505,17.0,,0,deny,manual,4.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural.jpg?v=1781701879,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,5/0,,,Amarelo,,JH01010817505,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jigdeolho.png?v=1780951080,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,5/0,,,Laranja,,JH01011617505,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,5/0,,,Preto,,JH01011917505,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_90_preto.jpg?v=1781701878,kg,,,
jig-head-de-olho,,,,,,,,,17g,,,5/0,,,Vermelho,,JH01011817505,17.0,,0,deny,manual,6.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/files/jig_head_de_olho_natural_90_vermelho.jpg?v=1781701879,kg,,,
